title,author,date,publication_type,rejection_reason
SUMMER SOUVENIRS,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SUNDOME!! MILKY WAY VOLUME 1 (2021),,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"SUNDOME!! MILKY WAY, VOLUME 2 (2021)",Kazuki Funatsu,,periodical,"Title 15, Section 3006(c)(16) – sexually explicit images"
"SUNDOME!! MILKY WAY, VOLUME 3 (2022)",Kazuki Funatsu,,periodical,"Title 15, Section 3006(c)(16) – sexually explicit images"
"SUNDOME!! MILKY WAY, VOLUME 6",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"SUNSTONE, VOLUME 1",Stjepan Sejic,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
SUPER GREMLIN 2 (2023),King Rio,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
SUPER GREMLIN 3 (2023),King Rio,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
SUPER HXEROS,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SUPERIOR TATTOO BIBLE: BOOK ONE,Artkulture Publications,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SUPERIOR TATTOO BIBLE: BOOK THREE,Artkulture,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SUPERIOR TATTOO BIBLE: BOOK TWO,ArtKulturef,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SUPERMARKET (2019),Bobby Hall,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"SURROGATE SISTERS, XXX & VIP",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SURVIVAL GUIDE MARCH 2019,,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"SURVIVAL HACKS, OVER 200 WAYS TO USE EVERYDAY ITEMS FOR WILDERNESS SURVIVAL",Creek Stewart,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
SURVIVAL SKILLS OF THE NORTH AMERICAN INDIANS,Peter Goodchild,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
SURVIVAL WISDOM & KNOW-HOW,Stackpole Books,,,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"SUTHERN COMFORTS CATALOG, BOOSTA’Z, VOLUME 27",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN COMFORTS CATALOG, HUSTLA’Z, VOLUME 27",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN COMFORTS CATALOG, TROOPA’Z, VOLUME 27",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN COMFORTS CATALOG, VOLUME 31, CATALOG 36",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORT, NICKLES VOL. 35",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
SUTHERN CUMFORTS,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
SUTHERN CUMFORTS 1000 VOL 31,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SUTHERN CUMFORTS 36 VOL 31,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"SUTHERN CUMFORTS CATALOG 380, VOLUME 32",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG 45, VOLUME 32",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"SUTHERN CUMFORTS CATALOG 9, VOLUME 32",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"SUTHERN CUMFORTS CATALOG, ANTICIPATION, VOLUME 26",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, BILLIONS, VOLUME 33",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, DEATH, VOLUME 30",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, DEATH, VOLUME 30",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, ETERNITY, VOLUME 30",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, GRATIFICATION, VOLUME 26",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, LIFE, VOLUME 30",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, MANAGE THE PRESENT, VOLUME 29",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, MANAGE THE PRESENT, VOLUME 29",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, STIMULATION, VOLUME 26",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, STIMULATION, VOLUME 26",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, VOLUME 31, BROCHURE 1000",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS CATALOG, VOLUME 31, CATALOG 28",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS GRAMS, VOL 34",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS OUNCES, VOL 34",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS POUNDS, VOL 34",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS, MILLIONS, VOLUME 33",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS, TRILLIONS, VOLUME 33",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"SUTHERN CUMFORTS, VOL 36, BODY, SOUL, MIND",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
SWAN SONG (2023),Robert McCammon,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
SWANK XXXTREME MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"SWEDISH SENSATIONS FILMS; A CLANDESTINE HISTORY OF SEX, THRILLERS, AND KICKER CINEMA",Daniel Ekeroth,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SWEET 18 MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"SWEET LIFE, EROTIC FANTASIES FOR COUPLES (2001)",Violet Blue,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
SWEET THINGS,Keith Garvey,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SWEETER THAN HONEY,Mary B. Morrison,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
SWING,Opal Carew,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
SWING MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"SWORD SONG: SISTERHOOD OF STEEL, VOLUME 1",Sal Quartuccio/Bob Keenan,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
SWORD’S EDGE,Arnie Fenner,,,"Title 15, Section 3006(c)(17) – frontal nudity"
SYMBOLISM,Michael Gibson,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TABU TATTO,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, APRIL 2022, ISSUE 71",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, FEBRUARY 2021, ISSUE 68",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 61",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 62",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 63",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 64",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 65",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 66",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 67",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 69",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 70",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 72, JULY 2022",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, ISSUE 73",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TABU TATTOO, MAY 2023, ISSUE 74",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TAI CHI CHUAN MARTIAL POWER, ADVANCED YANG STYLE",Dr.Yang Jwing-Ming,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
TAI CHI CHUAN: CLASSICAL YANG STYLE: THE COMPLETE LONG FORM AND QIGONG,"Dr. Yang, Jwing-Ming",,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
TAI CHI CLASSICS,Waysun Liao,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
TAI CHI FA JIN: ADVANCED TECHNIQUES FOR DISCHARGING CHI ENERGY,Mantak Chia and Andrew Jan,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"TAI CHI QIGONG, THE INTERNAL FOUNDATION OF TAI CHI CHUAN",Dr. Yang Jwing,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"TAI-PAN, THE ASIAN SAGA, 2 (2019)",James Clavell,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"TAKE ME THERE, TRANS AND GENDERQUEER EROTICA (2011)",Tristan Taormino,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"TAKING THE LEAD, THE SECRETS OF A ROCK STAR BOOK 1 (2016)",Cecilia Tan,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
TALTOS (1995),Anne Rice,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
TAME ME (2014),J. Kenner,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"TANTRA, A SYMBOLIC VISION OF COSMIC SENSUALITY, AN ANTIDOTE TO THE ANXIETIES OF OUR AGE",Philip Rawson,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TANTRIC SECRETS FOR MEN, WHAT EVERY WOMAN WILL WANT HER MAN TO KNOW ABOUT ENHANCING SEXUAL ECSTASY",Kerry Riley and Diane Riley,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
TAO OF JEET KUNE DO,Bruce Lee,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
TAO OF LOVE_HOW TO BECOME A PERFECT LOVER,Boris Evseev,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TAOIST SECRETS OF LOVE,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TAOIST SECRETS OF LOVE CULTIVATION MALE SEXUAL ENERGY,Mantak Chia,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TAROT SPELLS,Janina Renee,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TAROT, WITCH OF THE BLACK ROSE #144",,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
TATTOO,Dale Durfee,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOO BASICS, BASIC FUNDAMENTALS OF MODERN TATTOO",,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
TATTOO BEHIND THE NEEDLE,Joy Surles,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOO BIBLE 2,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
TATTOO BIBLE: BOOK ONE,Art Kulture,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOO FOR WOMEN, DECEMBER 2021, ISSUE 122",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOO JOHNNY,David Bollt,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOO LIFE,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOO REVUE, APRIL 2022, ISSUE 191",,,periodical,"Title 15, Section 3006(c)(19) – STG members or associates"
"TATTOO REVUE, ISSUE 192",,,periodical,"Title 15, Section 3006(c)(19) – STG members or associates"
"TATTOO REVUER, NOVEMBER 2022",,,,"Title 15, Section 3006(c)(19) – STG members or associates"
"TATTOO ROAD TRIP, CALIFORNIA COVER GIRLS",Bob Baxter,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOO SHOWCASE,Constable & Robinson,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOO SOCIETY,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOO SOCIETY, ISSUE #86",,,periodical,"Title 15, Section 3006(c)(15)(B)(3) – conduct which is or appears to be forceful, threatening or violent"
"TATTOO SOCIETY, ISSUE 4",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"TATTOO SOCIETY, ISSUE 74",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOO SOCIETY, ISSUE 88",,,periodical,"Title 15, Section 3006(c)(16) – sexually explicit images"
TATTOO SOURCEBOOK,editors of Tatoofinder.com,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOO SUPER MODELS,Christian Saint,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOOED BEAUTIES,Goliath,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOOED WOMEN,Spider Webb,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOOFINDER.COM’S : TATTOO-PEDIA,TattooFinder.com,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOOING, A TO Z, HUCK SPAULDING",Huck Spaulding,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TATTOOISME,Chris Coppola/Frederic Claquin,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOOS FOR WOMEN, DECEMBER 2021, ISSUE 122",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TATTOOS, NEW TRENDS IN TATTOO DESIGN",Laura Higes,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
TEACH ME 3,Enrique Villagran,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
TEACH YOURSELF TO DREAM: A PRACTICAL GUIDE,David Fontana,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TEAM SAVAGE,Ace Boogie,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
"TEAM SAVAGE III, BE AWARE OF THE SNAKE (2021)",Ace Boogie,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"TEARS OF A HUSTLER 4, YOU’VE BEEN WARNED (2012)",Silk White,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"TEARS OF A HUSTLER 5, THE SPADES",Silk White,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
"TEARS OF A HUSTLER 6, THE RETURN OF THE WOLF (2014)",Silk White,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
TEASE TO PLEASE,Adrian Velez,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TECHNIQUES OF SECRET WARFARE,Carl Hammer,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
TED BUNDY CONVERSATIONS WITH A KILLER,Stephen G. Michaud,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
TELEPHONE PROJECTS FOR THE EVIL GENIUS,Tom Petruzzellis,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
TEMPLE OF THE WINDS (2008),Terry Goodkind,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
TEN SOUTHEAST ASIAN TRIBES FROM FIVE COUNTRIES (2008),David Howard,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
TENJO TENGE VOLUME 2 (2011),oh!great,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TENJO TENGE, VOLUME 1",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TENJO TENGE, VOLUME 4",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TENJO TENGE, VOLUME 5",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TENJO TENGE, VOLUME 7",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"TENJO TENGE, VOLUME 8",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
TERI WOODS PRESENTS ANGEL (2006),Terri Woods,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"TERRORIZER #180, FEBRUARY 2009",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TESTAMENT,Arnie Fenner & Cathy Fenner,,,"Title 15, Section 3006(c)(17) – frontal nudity"
TESTAMENT OF SISTER NEW DEVIL,Tetsuto Uesu,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"TESTAMENT, VOLUME ONE (2006)",Douglas Rushkoff,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
TEXTING DR. STALKER (2025),Pepper Winters,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
THA G-CODE (2017),Fredrick J. Staves,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
THE “E” EXTRA EXTREME SELFIES 3,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
THE “E” EXTRA EXTREME SELFIES 4,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
THE 10 BEST MENTAL TOUGHNESS EXERCISE,Sammy Franco,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
